"GEO_ID","NAME","B27010_001E","B27010_001M","B27010_002E","B27010_002M","B27010_003E","B27010_003M","B27010_004E","B27010_004M","B27010_005E","B27010_005M","B27010_006E","B27010_006M","B27010_007E","B27010_007M","B27010_008E","B27010_008M","B27010_009E","B27010_009M","B27010_010E","B27010_010M","B27010_011E","B27010_011M","B27010_012E","B27010_012M","B27010_013E","B27010_013M","B27010_014E","B27010_014M","B27010_015E","B27010_015M","B27010_016E","B27010_016M","B27010_017E","B27010_017M","B27010_018E","B27010_018M","B27010_019E","B27010_019M","B27010_020E","B27010_020M","B27010_021E","B27010_021M","B27010_022E","B27010_022M","B27010_023E","B27010_023M","B27010_024E","B27010_024M","B27010_025E","B27010_025M","B27010_026E","B27010_026M","B27010_027E","B27010_027M","B27010_028E","B27010_028M","B27010_029E","B27010_029M","B27010_030E","B27010_030M","B27010_031E","B27010_031M","B27010_032E","B27010_032M","B27010_033E","B27010_033M","B27010_034E","B27010_034M","B27010_035E","B27010_035M","B27010_036E","B27010_036M","B27010_037E","B27010_037M","B27010_038E","B27010_038M","B27010_039E","B27010_039M","B27010_040E","B27010_040M","B27010_041E","B27010_041M","B27010_042E","B27010_042M","B27010_043E","B27010_043M","B27010_044E","B27010_044M","B27010_045E","B27010_045M","B27010_046E","B27010_046M","B27010_047E","B27010_047M","B27010_048E","B27010_048M","B27010_049E","B27010_049M","B27010_050E","B27010_050M","B27010_051E","B27010_051M","B27010_052E","B27010_052M","B27010_053E","B27010_053M","B27010_054E","B27010_054M","B27010_055E","B27010_055M","B27010_056E","B27010_056M","B27010_057E","B27010_057M","B27010_058E","B27010_058M","B27010_059E","B27010_059M","B27010_060E","B27010_060M","B27010_061E","B27010_061M","B27010_062E","B27010_062M","B27010_063E","B27010_063M","B27010_064E","B27010_064M","B27010_065E","B27010_065M","B27010_066E","B27010_066M"
"1400000US12001002208","Census Tract 22.08, Alachua County, Florida","2797","311","596","165","567","157","478","153","70","47","0","13","19","26","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","29","37","481","131","433","118","347","100","57","47","8","13","21","22","0","13","0","13","20","27","0","13","17","27","0","13","0","13","0","13","3","5","28","21","1151","144","1074","139","887","143","154","49","6","10","6","10","14","23","7","10","38","27","21","19","0","13","0","13","0","13","0","13","5","7","12","18","39","29","569","97","183","57","20","31","0","13","163","48","0","13","0","13","353","69","0","13","100","43","122","45","21","20","0","13","6","9","104","37","33","48"
"1400000US12001000500","Census Tract 5, Alachua County, Florida","5171","577","665","374","582","370","164","97","103","135","0","19","315","378","0","19","0","19","62","64","0","19","0","19","62","64","0","19","0","19","0","19","21","32","2239","414","1757","367","1191","286","417","216","0","19","110","119","25","42","14","22","98","108","0","19","0","19","0","19","0","19","0","19","98","108","384","188","1733","310","1465","274","982","266","355","209","50","59","78","58","0","19","0","19","75","65","42","51","0","19","0","19","14","23","0","19","0","19","19","35","193","175","534","72","66","53","36","41","10","16","20","23","0","19","0","19","468","85","0","19","120","70","33","42","169","99","0","19","0","19","146","67","0","19"
"1400000US12001001806","Census Tract 18.06, Alachua County, Florida","9471","816","2202","521","1665","421","811","250","110","73","0","19","744","407","0","19","0","19","235","143","15","26","0","19","0","19","0","19","0","19","220","136","302","242","2043","533","1409","389","989","324","206","117","42","48","156","154","0","19","16","25","121","77","0","19","0","19","16","27","0","19","0","19","105","71","513","426","3977","369","2828","332","2113","352","445","164","98","107","65","52","93","73","14","21","273","109","95","75","0","19","0","19","16","21","0","19","0","19","162","88","876","259","1249","207","245","116","0","19","0","19","245","116","0","19","0","19","955","198","0","19","233","99","249","113","135","97","0","19","154","97","184","116","49","57"
"1400000US12001001902","Census Tract 19.02, Alachua County, Florida","3127","905","373","166","338","158","143","87","0","13","0","13","195","142","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","35","46","595","350","291","210","135","103","29","68","0","13","127","118","0","13","0","13","108","99","0","13","0","13","40","63","0","13","0","13","68","76","196","185","1438","499","753","191","339","129","42","30","52","48","236","107","12","20","72","98","466","431","8","14","14","19","0","13","323","420","0","13","8","15","113","81","219","128","721","608","89","61","0","13","0","13","89","61","0","13","0","13","632","610","0","13","29","28","23","26","509","621","0","13","48","52","23","27","0","13"
"1400000US12001002202","Census Tract 22.02, Alachua County, Florida","6301","1050","1730","326","1551","285","1212","253","156","98","0","19","183","192","0","19","0","19","142","141","0","19","0","19","0","19","32","47","0","19","110","132","37","42","1137","568","883","399","488","234","262","239","0","19","133","159","0","19","0","19","13","21","13","21","0","19","0","19","0","19","0","19","0","19","241","316","2460","363","2243","330","1945","317","125","81","35","38","103","158","17","26","18","28","58","40","0","19","0","19","0","19","15","24","15","23","0","19","28","34","159","128","974","141","433","176","0","19","64","120","369","161","0","19","0","19","541","153","0","19","136","82","68","69","15","21","0","19","49","42","273","130","0","19"
"1400000US12001002204","Census Tract 22.04, Alachua County, Florida","11266","1054","2955","513","2832","481","2265","484","216","153","0","21","351","190","0","21","0","21","56","85","0","21","0","21","0","21","0","21","0","21","56","85","67","103","2199","708","2009","695","1620","671","179","160","0","21","164","154","46","57","0","21","27","48","0","21","0","21","0","21","0","21","0","21","27","48","163","141","4199","492","4065","500","3197","483","747","328","17","26","77","98","27","42","0","21","112","86","61","63","0","21","0","21","0","21","0","21","0","21","51","60","22","38","1913","291","752","223","61","58","0","21","691","213","0","21","0","21","1161","292","0","21","193","117","450","232","0","21","0","21","138","116","380","150","0","21"
"1400000US12001001100","Census Tract 11, Alachua County, Florida","7143","865","1657","589","1546","489","1067","467","127","83","0","19","336","226","16","29","0","19","102","121","0","19","77","116","0","19","0","19","0","19","25","36","9","12","944","239","760","212","615","189","95","74","0","19","50","52","0","19","0","19","79","101","79","101","0","19","0","19","0","19","0","19","0","19","105","88","2723","343","2205","318","1814","335","375","148","0","19","0","19","16","28","0","19","360","157","88","74","0","19","108","136","32","43","42","52","0","19","90","65","158","101","1819","227","231","128","20","34","13","22","198","123","0","19","0","19","1588","246","0","19","561","171","476","202","140","87","0","19","40","38","371","141","0","19"
"1400000US12001000902","Census Tract 9.02, Alachua County, Florida","6674","390","3027","319","2991","320","1929","284","945","168","0","19","63","41","54","39","0","19","16","19","10","14","0","19","0","19","0","19","0","19","6","13","20","21","3647","385","3548","385","2147","307","1203","197","0","19","41","30","157","78","0","19","44","32","30","26","0","19","0","19","14","20","0","19","0","19","55","35","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"1400000US12001000301","Census Tract 3.01, Alachua County, Florida","4355","836","583","280","583","280","353","258","8","18","5","26","217","164","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2503","632","1999","545","1364","528","492","186","0","13","143","118","0","13","0","13","109","76","85","65","0","13","0","13","0","13","0","13","24","41","395","289","976","227","770","218","489","138","173","164","0","13","96","77","0","13","12","21","50","36","0","13","0","13","13","23","15","21","0","13","13","19","9","16","156","81","293","88","109","52","35","50","0","13","74","49","0","13","0","13","184","88","0","13","16","16","0","13","55","45","0","13","20","20","93","76","0","13"
"1400000US12001000302","Census Tract 3.02, Alachua County, Florida","2343","351","398","138","358","123","127","90","74","54","0","13","151","104","6","11","0","13","7","12","0","13","0","13","0","13","0","13","0","13","7","12","33","47","865","209","590","124","364","122","145","83","8","13","73","54","0","13","0","13","73","79","44","70","0","13","15","23","0","13","0","13","14","17","202","130","815","201","522","129","293","107","100","54","21","29","98","63","0","13","10","16","133","105","8","12","8","14","0","13","100","102","0","13","0","13","17","20","160","96","265","51","84","45","47","51","0","13","37","31","0","13","0","13","169","54","0","13","29","25","32","30","42","45","0","13","22","21","44","29","12","18"
"1400000US12001000806","Census Tract 8.06, Alachua County, Florida","2285","323","304","144","265","142","192","133","21","22","0","13","52","73","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","39","38","1525","285","1121","227","738","198","333","140","0","13","29","40","21","27","0","13","144","102","38","40","0","13","0","13","19","22","50","80","37","48","260","172","408","118","363","116","282","93","23","30","0","13","58","63","0","13","0","13","8","14","8","14","0","13","0","13","0","13","0","13","0","13","0","13","37","29","48","16","0","13","0","13","0","13","0","13","0","13","0","13","39","5","0","13","0","13","0","13","39","5","0","13","0","13","0","13","9","14"
"1400000US12001000808","Census Tract 8.08, Alachua County, Florida","3305","541","487","223","470","224","173","161","93","68","0","13","204","136","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","18","1871","453","1513","349","1075","327","234","108","0","13","127","81","53","56","24","35","195","130","60","51","0","13","0","13","93","106","0","13","42","65","163","95","777","222","564","174","404","160","127","76","0","13","13","17","8","12","12","18","115","74","8","14","28","47","0","13","7","11","0","13","22","28","50","40","98","72","170","52","84","50","11","17","9","14","64","49","0","13","0","13","86","60","0","13","21","21","0","13","0","13","0","13","25","40","40","37","0","13"
"1400000US12001000809","Census Tract 8.09, Alachua County, Florida","1082","241","102","47","75","37","56","35","5","10","0","13","14","23","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","27","41","452","113","342","91","263","78","64","33","0","13","15","16","0","13","0","13","47","28","34","26","0","13","0","13","0","13","0","13","13","11","63","56","376","103","277","77","206","76","23","19","18","25","25","31","0","13","5","8","64","43","22","15","4","6","0","13","14","26","0","13","19","30","5","7","35","33","152","108","27","21","8","10","0","13","19","19","0","13","0","13","125","96","9","14","11","11","8","12","50","88","0","13","0","13","47","36","0","13"
"1400000US12001001514","Census Tract 15.14, Alachua County, Florida","1561","266","88","47","74","48","34","45","14","18","0","13","26","22","0","13","0","13","8","13","7","12","0","13","0","13","0","13","0","13","1","4","6","10","1135","224","991","216","713","187","268","85","0","13","10","19","0","13","0","13","69","42","61","42","0","13","0","13","0","13","0","13","8","9","75","32","321","91","197","58","157","51","0","13","12","17","22","29","0","13","6","8","23","16","0","13","0","13","0","13","0","13","0","13","11","10","12","12","101","74","17","11","17","11","0","13","0","13","17","11","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US12001001515","Census Tract 15.15, Alachua County, Florida","5207","799","351","191","294","162","0","19","0","19","0","19","254","156","40","63","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","57","95","3882","731","3271","702","2050","482","932","375","47","60","204","164","12","21","26","31","126","76","50","54","0","19","0","19","0","19","0","19","76","70","485","194","911","213","502","184","353","184","55","51","0","19","94","60","0","19","0","19","118","99","18","29","0","19","0","19","21","34","0","19","0","19","79","79","291","178","63","42","29","31","0","19","0","19","29","31","0","19","0","19","34","30","0","19","0","19","0","19","34","30","0","19","0","19","0","19","0","19"
"1400000US12001001516","Census Tract 15.16, Alachua County, Florida","2134","335","212","115","212","115","153","104","22","19","0","13","37","47","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1590","308","1211","262","741","169","391","145","0","13","29","35","50","58","0","13","121","91","34","26","0","13","0","13","7","11","0","13","80","88","258","124","316","97","167","76","151","77","16","18","0","13","0","13","0","13","0","13","61","42","8","13","0","13","0","13","13","21","0","13","0","13","40","33","88","55","16","18","0","13","0","13","0","13","0","13","0","13","0","13","16","18","0","13","0","13","16","18","0","13","0","13","0","13","0","13","0","13"
"1400000US12001001517","Census Tract 15.17, Alachua County, Florida","4846","760","443","251","402","245","274","215","58","54","0","13","70","89","0","13","0","13","41","63","11","19","0","13","0","13","0","13","0","13","30","61","0","13","3536","661","3159","625","2548","626","421","246","0","13","162","158","0","13","28","43","200","153","165","143","0","13","0","13","0","13","0","13","35","52","177","126","701","244","538","187","289","104","221","150","23","36","5","12","0","13","0","13","36","32","9","16","0","13","0","13","5","12","0","13","0","13","22","24","127","147","166","104","113","66","18","33","0","13","95","60","0","13","0","13","53","82","0","13","0","13","51","82","2","4","0","13","0","13","0","13","0","13"
"1400000US12001001519","Census Tract 15.19, Alachua County, Florida","2877","402","146","57","139","54","51","29","15","18","0","13","73","48","0","13","0","13","7","10","0","13","0","13","0","13","0","13","0","13","7","10","0","13","2389","422","1978","380","1069","258","794","224","0","13","98","73","17","19","0","13","91","47","57","36","0","13","0","13","0","13","0","13","34","32","320","156","313","100","210","74","121","65","25","25","0","13","46","37","0","13","18","28","34","40","0","13","0","13","0","13","4","8","0","13","0","13","30","39","69","56","29","41","29","41","0","13","0","13","29","41","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US12001001520","Census Tract 15.20, Alachua County, Florida","2177","501","78","48","64","43","39","36","0","13","0","13","23","26","2","3","0","13","9","15","0","13","0","13","0","13","9","15","0","13","0","13","5","9","1654","478","1328","388","1036","374","163","106","0","13","88","77","41","48","0","13","150","117","119","112","0","13","0","13","31","37","0","13","0","13","176","105","414","115","178","80","82","48","51","62","0","13","45","32","0","13","0","13","102","73","0","13","0","13","18","31","13","21","6","11","32","35","33","31","134","70","31","33","15","20","0","13","0","13","15","20","0","13","0","13","16","26","0","13","0","13","12","18","0","13","0","13","4","9","0","13","0","13"
"1400000US12001001521","Census Tract 15.21, Alachua County, Florida","4229","631","482","184","427","176","200","119","62","67","0","13","165","154","0","13","0","13","12","20","0","13","0","13","0","13","0","13","0","13","12","20","43","46","2928","540","2520","577","1979","559","399","196","23","39","119","80","0","13","0","13","114","96","50","62","15","25","0","13","0","13","0","13","49","77","294","161","689","211","504","186","367","172","49","55","12","19","23","28","0","13","53","64","39","45","0","13","0","13","12","18","27","43","0","13","0","13","0","13","146","87","130","88","37","59","0","13","0","13","37","59","0","13","0","13","93","67","0","13","0","13","0","13","0","13","0","13","77","62","16","26","0","13"
"1400000US12001001603","Census Tract 16.03, Alachua County, Florida","1467","259","161","92","150","92","101","73","0","13","0","13","49","51","0","13","0","13","11","13","2","3","0","13","0","13","0","13","0","13","9","13","0","13","790","226","625","185","454","175","128","63","0","13","19","27","12","11","12","18","88","75","82","75","0","13","0","13","0","13","0","13","6","11","77","47","418","82","269","66","218","67","51","33","0","13","0","13","0","13","0","13","28","19","0","13","0","13","0","13","16","15","0","13","0","13","12","14","121","72","98","36","13","13","0","13","0","13","13","13","0","13","0","13","85","40","0","13","6","9","29","24","39","37","0","13","0","13","11","16","0","13"
"1400000US12001001604","Census Tract 16.04, Alachua County, Florida","8014","932","521","201","470","185","417","208","0","19","0","19","0","19","53","70","0","19","46","77","0","19","0","19","0","19","0","19","0","19","46","77","5","15","5736","872","5144","869","4230","789","795","316","0","19","45","50","57","63","17","25","54","50","18","22","0","19","0","19","0","19","0","19","36","44","538","294","1205","306","1081","287","814","242","167","143","17","26","23","33","0","19","60","56","36","34","14","20","0","19","0","19","0","19","0","19","12","21","10","18","88","66","552","112","151","98","0","19","0","19","151","98","0","19","0","19","401","93","0","19","110","87","95","54","0","19","0","19","49","76","147","72","0","19"
"1400000US12001001811","Census Tract 18.11, Alachua County, Florida","6890","544","1311","228","1298","228","906","181","167","150","0","19","225","175","0","19","0","19","13","23","0","19","0","19","0","19","0","19","0","19","13","23","0","19","1717","345","1442","348","1323","348","69","80","0","19","24","39","26","34","0","19","135","104","16","26","0","19","0","19","59","77","0","19","60","79","140","106","2469","316","2023","275","1875","274","131","84","0","19","1","2","16","27","0","19","152","105","108","91","0","19","0","19","2","3","0","19","0","19","42","53","294","202","1393","313","443","170","46","44","85","123","312","114","0","19","0","19","883","280","0","19","318","148","287","166","2","3","0","19","58","75","218","97","67","69"
"1400000US12001001813","Census Tract 18.13, Alachua County, Florida","3584","218","976","161","966","158","827","138","116","80","0","13","14","22","9","13","0","13","10","20","10","20","0","13","0","13","0","13","0","13","0","13","0","13","484","109","467","114","348","96","119","84","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","27","1527","125","1317","156","1014","151","262","128","0","13","14","16","27","24","0","13","116","60","54","46","15","18","0","13","0","13","10","16","0","13","37","25","94","72","597","93","125","71","0","13","0","13","125","71","0","13","0","13","472","86","0","13","98","47","191","79","26","30","0","13","40","36","117","55","0","13"
"1400000US12001002101","Census Tract 21.01, Alachua County, Florida","2098","232","434","112","422","113","204","106","51","49","0","13","167","73","0","13","0","13","10","15","0","13","0","13","0","13","0","13","0","13","10","15","2","3","427","127","340","112","261","98","42","45","0","13","37","31","0","13","0","13","14","16","0","13","0","13","0","13","0","13","0","13","14","16","73","41","804","122","631","104","389","79","146","53","5","8","63","50","0","13","28","26","41","25","15","16","0","13","0","13","6","7","0","13","0","13","20","19","132","72","433","81","110","45","14","14","0","13","96","45","0","13","0","13","323","75","0","13","104","44","53","39","49","42","0","13","14","12","103","43","0","13"
"1400000US12001001814","Census Tract 18.14, Alachua County, Florida","2795","464","796","344","773","346","340","212","161","214","0","13","272","271","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","23","25","450","204","345","178","327","176","18","30","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","105","114","982","211","936","221","699","202","217","118","0","13","10","16","10","16","0","13","11","20","11","20","0","13","0","13","0","13","0","13","0","13","0","13","35","40","567","213","129","75","0","13","0","13","129","75","0","13","0","13","438","199","0","13","159","138","157","113","0","13","0","13","49","55","73","52","0","13"
"1400000US12001001907","Census Tract 19.07, Alachua County, Florida","2861","353","535","206","519","208","247","145","54","51","0","13","214","169","4","6","0","13","4","9","0","13","0","13","0","13","0","13","0","13","4","9","12","16","543","154","385","132","231","106","96","66","5","8","47","77","6","9","0","13","51","43","13","15","0","13","0","13","0","13","0","13","38","41","107","61","1191","234","860","211","501","188","205","121","13","17","85","65","0","13","56","72","101","61","36","54","0","13","0","13","6","10","7","11","4","8","48","32","230","109","592","130","137","61","27","28","7","10","103","53","0","13","0","13","455","139","0","13","104","56","209","122","24","31","0","13","33","43","85","56","0","13"
"1400000US12001001908","Census Tract 19.08, Alachua County, Florida","4649","554","1208","325","1055","327","721","354","138","155","0","13","196","166","0","13","0","13","106","81","0","13","0","13","0","13","11","16","0","13","95","80","47","54","816","200","624","210","439","179","80","73","0","13","105","79","0","13","0","13","87","75","0","13","0","13","0","13","23","35","0","13","64","68","105","106","1863","253","1432","263","1047","222","228","138","13","14","96","64","35","46","13","28","194","87","20","31","8","13","0","13","36","42","47","55","0","13","83","50","237","112","762","134","159","62","7","11","0","13","152","60","0","13","0","13","580","128","0","13","164","61","166","63","33","39","0","13","40","33","177","77","23","34"
"1400000US12001002102","Census Tract 21.02, Alachua County, Florida","816","103","114","20","100","23","61","24","3","6","0","13","36","18","0","13","0","13","3","4","3","4","0","13","0","13","0","13","0","13","0","13","11","12","155","87","84","37","40","23","38","26","0","13","6","8","0","13","0","13","1","4","0","13","0","13","0","13","0","13","1","4","0","13","70","69","386","57","263","55","168","52","65","34","1","4","16","13","7","10","6","6","53","29","6","6","0","13","0","13","27","21","0","13","0","13","20","20","70","30","161","44","48","24","0","13","0","13","48","24","0","13","0","13","113","38","0","13","36","22","13","12","20","22","0","13","0","13","44","21","0","13"
"1400000US12001002217","Census Tract 22.17, Alachua County, Florida","5724","852","1515","420","1220","369","268","195","0","19","0","19","847","328","105","122","0","19","94","68","0","19","0","19","0","19","34","52","0","19","60","67","201","191","2561","557","1534","455","948","342","203","125","0","19","329","246","54","63","0","19","257","163","65","73","0","19","0","19","0","19","0","19","192","155","770","361","1453","316","1058","301","654","243","90","86","121","113","155","99","12","21","26","22","320","152","50","52","0","19","0","19","101","86","54","78","26","32","89","72","75","68","195","135","75","88","0","19","0","19","75","88","0","19","0","19","120","78","0","19","0","19","0","19","76","70","0","19","20","30","24","29","0","19"
"1400000US12001002218","Census Tract 22.18, Alachua County, Florida","1962","351","644","236","542","225","52","42","77","98","25","28","388","220","0","13","0","13","51","72","0","13","0","13","0","13","0","13","0","13","51","72","51","42","719","165","487","140","323","105","22","17","33","51","106","67","3","6","0","13","82","51","39","35","0","13","0","13","0","13","0","13","43","39","150","81","527","119","374","105","209","75","40","26","5","8","83","51","0","13","37","51","34","30","23","28","0","13","0","13","6","8","0","13","0","13","5","8","119","50","72","47","23","21","0","13","0","13","23","21","0","13","0","13","24","18","0","13","10","15","0","13","0","13","0","13","3","6","11","9","25","40"
"1400000US12001002219","Census Tract 22.19, Alachua County, Florida","6715","833","1996","417","1827","432","517","248","127","126","0","19","1183","443","0","19","0","19","127","114","0","19","0","19","35","59","17","29","0","19","75","81","42","71","2073","523","1477","374","1049","350","151","100","0","19","277","154","0","19","0","19","118","96","0","19","0","19","0","19","0","19","88","96","30","49","478","243","2338","314","1861","283","1164","260","248","125","56","51","380","188","4","11","9","16","285","130","106","80","0","19","0","19","23","26","12","25","0","19","144","88","192","131","308","126","93","86","0","19","0","19","93","86","0","19","0","19","215","109","0","19","88","74","6","10","0","19","0","19","0","19","121","68","0","19"
"1400000US12001002220","Census Tract 22.20, Alachua County, Florida","2156","300","343","113","304","106","135","75","24","23","0","13","145","79","0","13","0","13","8","14","0","13","0","13","0","13","0","13","0","13","8","14","31","32","538","219","400","190","235","114","75","80","0","13","85","65","5","10","0","13","54","73","49","74","0","13","0","13","0","13","0","13","5","8","84","86","919","167","695","133","413","99","79","44","10","9","184","141","0","13","9","13","86","44","2","4","20","19","0","13","41","34","0","13","9","12","14","14","138","68","356","68","86","47","0","13","0","13","86","47","0","13","0","13","270","60","0","13","72","42","122","43","38","27","0","13","14","22","24","22","0","13"
"1400000US12001110800","Census Tract 1108, Alachua County, Florida","1788","218","206","43","206","43","97","49","16","19","0","13","93","58","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","352","180","258","164","104","77","55","39","12","18","44","59","43","68","0","13","42","50","42","50","0","13","0","13","0","13","0","13","0","13","52","50","544","73","454","65","234","71","140","67","26","37","42","34","7","12","5","8","44","32","12","14","0","13","0","13","22","29","10","17","0","13","0","13","46","36","686","72","167","68","5","7","0","13","153","61","0","13","9","13","519","65","0","13","166","46","106","46","9","11","0","13","6","8","232","56","0","13"
"0500000US12001","Alachua County, Florida","260562","300","54978","564","49821","802","27969","1483","6139","809","89","63","15000","1376","608","264","16","25","2785","622","518","396","77","116","195","120","277","174","0","31","1718","499","2372","456","88528","581","72300","1452","49887","1581","15574","980","218","93","5320","707","955","225","346","205","4719","608","2105","383","57","56","175","115","359","180","154","123","1869","414","11509","1145","82978","170","66250","1033","48716","1392","10067","958","1506","367","4550","585","553","160","858","244","7144","700","1491","311","332","122","284","180","1586","563","306","140","256","86","2889","366","9584","871","34078","202","9361","617","807","210","320","197","8172","609","33","38","29","26","24240","608","9","14","6358","549","6174","544","2978","702","0","31","1524","332","7197","639","477","203"
"8600000US32643","ZCTA5 32643","11188","724","2192","421","1886","428","954","251","183","119","0","21","749","333","0","21","0","21","79","65","15","26","0","21","0","21","0","21","0","21","64","57","227","128","2111","416","1641","415","1169","302","275","174","15","24","182","189","0","21","0","21","151","86","0","21","0","21","20","30","0","21","13","20","118","79","319","148","4849","425","3497","367","2609","374","490","176","100","69","165","65","44","40","89","79","425","130","99","66","54","58","17","28","49","38","11","18","6","9","189","86","927","281","2036","272","589","199","60","68","9","15","520","185","0","21","0","21","1430","208","0","21","420","147","295","106","162","105","0","21","120","73","433","149","17","23"
"8600000US32615","ZCTA5 32615","14630","1101","3633","641","3229","588","1521","372","409","308","0","21","1299","498","0","21","0","21","221","136","8","12","0","21","0","21","0","21","0","21","213","136","183","221","2921","603","1898","397","1295","377","198","114","47","49","316","192","0","21","42","34","266","179","169","173","0","21","6","8","0","21","0","21","91","61","757","463","5838","533","5021","456","3527","426","896","225","273","170","216","116","80","73","29","26","275","101","72","62","21","30","0","21","21","26","0","21","0","21","161","73","542","213","2238","329","543","149","12","18","6","8","525","150","0","21","0","21","1663","305","0","21","497","194","547","192","124","89","0","21","192","111","303","121","32","51"
"8600000US32669","ZCTA5 32669","13098","884","3803","551","3374","456","2494","386","300","126","0","21","565","244","15","22","0","21","270","310","0","21","0","21","0","21","26","30","0","21","244","306","159","80","1928","311","1560","280","1317","267","166","101","0","21","49","46","22","22","6","11","53","35","16","24","0","21","0","21","0","21","0","21","37","28","315","127","5480","532","4840","565","3970","521","542","171","97","56","167","101","50","40","14","16","257","107","0","21","20","28","0","21","55","44","4","7","0","21","178","84","383","191","1887","289","711","204","62","61","0","21","649","185","0","21","0","21","1176","249","0","21","362","134","246","109","49","28","0","21","41","38","478","166","0","21"
"8600000US32618","ZCTA5 32618","8058","1253","1848","492","1500","454","761","292","180","94","11","17","548","294","0","19","0","19","168","148","0","19","0","19","0","19","32","47","0","19","136","138","180","165","1805","584","1196","369","633","241","289","248","7","12","267","194","0","19","0","19","60","58","18","24","0","19","33","50","0","19","0","19","9","15","549","360","2995","461","2335","387","1725","311","234","87","24","30","261","209","51","63","40","38","158","93","6","10","0","19","11","18","60","51","21","25","6","9","54","46","502","212","1410","237","486","170","21","29","64","120","401","153","0","19","0","19","902","202","0","19","238","123","262","127","117","108","0","19","104","66","181","102","22","25"
"8600000US32667","ZCTA5 32667","4090","588","848","270","673","233","414","196","41","38","0","13","218","121","0","13","0","13","40","59","3","4","0","13","10","22","0","13","0","13","27","38","135","122","734","238","453","174","321","154","82","45","0","13","50","36","0","13","0","13","66","67","56","65","0","13","0","13","0","13","1","4","9","14","215","115","1554","284","1177","254","775","203","199","63","1","4","139","85","7","10","56","64","123","44","24","31","0","13","0","13","51","35","18","28","0","13","30","22","254","106","954","244","270","120","0","13","0","13","270","120","0","13","0","13","684","217","0","13","290","169","130","79","51","40","0","13","47","45","166","62","0","13"
"8600000US32641","ZCTA5 32641","14479","1040","3902","689","3496","633","1101","413","145","108","36","49","2177","550","37","56","0","21","209","170","0","21","0","21","98","97","29","43","0","21","82","71","197","114","3263","492","2325","425","1293","390","203","93","10","17","796","251","19","25","4","8","146","88","0","21","0","21","36","48","0","21","0","21","110","74","792","294","5313","414","3506","383","2126","304","390","131","92","71","767","263","29","46","102","82","802","242","139","90","34","33","8","13","262","159","10","14","60","46","289","147","1005","289","2001","271","560","158","80","94","15","22","449","128","16","24","0","21","1439","234","0","21","288","92","263","135","377","173","0","21","84","77","427","124","2","5"
"8600000US32601","ZCTA5 32601","18441","1258","2231","487","2072","472","982","319","363","174","0","21","712","427","15","23","0","21","68","65","6","10","0","21","62","64","0","21","0","21","0","21","91","66","10907","1122","9023","1067","5880","788","2572","552","3","6","339","175","191","107","38","43","694","258","407","203","0","21","0","21","64","62","50","80","173","122","1190","416","4229","533","3300","484","2300","465","551","230","102","95","323","145","0","21","24","28","311","150","144","108","0","21","16","24","63","48","0","21","35","34","53","50","618","222","1074","143","219","94","47","46","19","21","153","77","0","21","0","21","846","138","0","21","183","86","83","69","259","109","0","21","15","23","306","112","9","14"
"8600000US32605","ZCTA5 32605","24632","1221","4735","723","4437","669","3026","541","399","191","0","25","929","437","67","74","16","25","148","119","14","23","77","116","0","25","0","25","0","25","57","51","150","141","5849","649","4952","647","3539","549","1196","287","0","25","194","118","23","37","0","25","240","134","115","113","0","25","0","25","23","37","0","25","102","74","657","208","9172","610","7603","517","6198","543","997","241","88","71","223","147","45","40","52","49","771","241","141","89","69","70","108","136","93","80","45","56","0","25","315","112","798","307","4876","382","1097","239","101","87","0","25","979","254","17","29","0","25","3758","434","0","25","1130","261","1134","284","252","122","0","25","63","49","1179","279","21","38"
